Street Details,Floor Level,Gate Level,Road Centre,Latitude,Longitude
101 Hunter Street Lismore,13.76,11.27,11.64,-28.8119493,153.2895788
103 Hunter Street Lismore,13.69,11.16,11.56,-28.8120686,153.2895279
105 Hunter Street Lismore,13.73,11.09,11.48,-28.8122221,153.2895113
106 Hunter Street Lismore,13.96,11.23,11.56,-28.8122556,153.2900742
107 Hunter Street Lismore,13,11.03,11.44,-28.8123499,153.2895
109 Hunter Street Lismore,13.24,10.99,11.39,-28.8124854,153.2894463
110 Hunter Street Lismore,13.44,11.28,11.44,-28.8124276,153.2900452
111 Hunter Street Lismore,12.94,10.93,11.38,-28.8126036,153.2894539
113 Hunter Street Lismore,12.84,10.86,11.37,-28.8127298,153.2894125
115 Hunter Street Lismore,13.09,10.85,11.36,-28.8128393,153.2893882
116 Hunter Street Lismore,13.27,11.06,11.38,-28.8126552,153.2900514
117 Hunter Street Lismore,12.8,10.87,11.3,-28.8129451,153.2893665
118 Hunter Street Lismore,13.13,11.05,11.37,-28.8127836,153.2900352
119 Hunter Street Lismore,12.8,10.86,11.24,-28.8130482,153.289362
120 Hunter Street Lismore,13,11.06,11.36,-28.8129804,153.290001
121 Hunter Street Lismore,12.72,10.78,11.15,-28.8131605,153.2893303
123 Hunter Street Lismore,12.59,10.75,11.11,-28.8132846,153.2892823
125 Hunter Street Lismore,12.63,10.83,11.05,-28.8137009,153.2892046
126 Hunter Street Lismore,13.17,10.92,11.11,-28.8133569,153.2898938
127 Hunter Street Lismore,11.63,10.76,11,-28.8138368,153.2891917
129 Hunter Street Lismore,12.6,10.72,11.08,-28.8139754,153.2891807
137 Hunter Street Lismore,12.52,10.71,11.13,-28.8141038,153.2891471
139 Hunter Street Lismore,13.41,10.74,11.41,-28.8142765,153.2891266
141 Hunter Street Lismore,12.65,10.76,11.71,-28.8144294,153.2890774
143 Hunter Street Lismore,12.26,11.91,13.27,-28.8147387,153.2890227
145 Hunter Street Lismore,12.98,12.63,14.12,-28.8149043,153.2890183
147 Hunter Street Lismore,13.18,13.04,14.53,-28.815048,153.2889406
2 Jubilee Street Lismore,13.28,10.42,10.26,-28.8052687,153.2867202
4 Jubilee Street Lismore,13.25,10.25,10.26,-28.8052874,153.2869127
9 Jubilee Street Lismore,12.23,10.07,10.26,-28.8056704,153.2866643
11 Jubilee Street Lismore,13.01,10.16,10.25,-28.8056501,153.286881
15 Jubilee Street Lismore,12.37,10.14,10.27,-28.8057841,153.2871027
16 Jubilee Street Lismore,13.06,10.29,10.27,-28.8053083,153.2871596
19 Jubilee Street Lismore,13.18,10.16,10.3,-28.8057971,153.2873512
20 Jubilee Street Lismore,12.63,10.21,10.3,-28.8053551,153.287513
22 Jubilee Street Lismore,12.2,10.11,10.3,-28.805397,153.2876936
23 Jubilee Street Lismore,12.72,10.21,10.32,-28.8057878,153.2877305
24 Jubilee Street Lismore,12.45,10.18,10.32,-28.8054302,153.287873
25 Jubilee Street Lismore,12.64,10.21,10.38,-28.8058554,153.2878909
26 Jubilee Street Lismore,12.54,10.22,10.38,-28.8054558,153.2880323
27 Jubilee Street Lismore,12.38,10.21,10.45,-28.8058284,153.2880287
28 Jubilee Street Lismore,12.33,10.33,10.45,-28.8055095,153.2881801
33 Jubilee Street Lismore,11.92,11.2,11.15,-28.8060899,153.2891966
46 Jubilee Street Lismore,12.67,11.2,11.23,-28.8053464,153.2900911
46 Jubilee Street Lismore,12.99,11.2,11.23,-28.8053464,153.2900911
48 Jubilee Street Lismore,13.66,11.41,11.53,-28.8057827,153.2897817
49 Jubilee Street Lismore,12.67,11.5,11.53,-28.8061533,153.2897845
50 Jubilee Street Lismore,14.1,11.95,11.92,-28.8057743,153.289951
52 Jubilee Street Lismore,14.38,12.28,12.33,-28.8057791,153.2901634
54 Jubilee Street Lismore,13.46,12.51,12.57,-28.8058415,153.2903887
2 Keen Street Lismore,13.81,13.3,13.1,-28.8033264,153.283235
125 Hunter Street Lismore,12.63,10.83,11.05,-28.8137009,153.2892046
126 Hunter Street Lismore,13.17,10.92,11.11,-28.8133569,153.2898938
127 Hunter Street Lismore,11.63,10.76,11,-28.8138368,153.2891917
129 Hunter Street Lismore,12.6,10.72,11.08,-28.8139754,153.2891807
137 Hunter Street Lismore,12.52,10.71,11.13,-28.8141038,153.2891471
139 Hunter Street Lismore,13.41,10.74,11.41,-28.8142765,153.2891266
141 Hunter Street Lismore,12.65,10.76,11.71,-28.8144294,153.2890774
143 Hunter Street Lismore,12.26,11.91,13.27,-28.8147387,153.2890227
145 Hunter Street Lismore,12.98,12.63,14.12,-28.8149043,153.2890183
147 Hunter Street Lismore,13.18,13.04,14.53,-28.815048,153.2889406
2 Jubilee Street Lismore,13.28,10.42,10.26,-28.8052687,153.2867202
4 Jubilee Street Lismore,13.25,10.25,10.26,-28.8052874,153.2869127
9 Jubilee Street Lismore,12.23,10.07,10.26,-28.8056704,153.2866643
11 Jubilee Street Lismore,13.01,10.16,10.25,-28.8056501,153.286881
15 Jubilee Street Lismore,12.37,10.14,10.27,-28.8057841,153.2871027
16 Jubilee Street Lismore,13.06,10.29,10.27,-28.8053083,153.2871596
19 Jubilee Street Lismore,13.18,10.16,10.3,-28.8057971,153.2873512
20 Jubilee Street Lismore,12.63,10.21,10.3,-28.8053551,153.287513
22 Jubilee Street Lismore,12.2,10.11,10.3,-28.805397,153.2876936
23 Jubilee Street Lismore,12.72,10.21,10.32,-28.8057878,153.2877305
24 Jubilee Street Lismore,12.45,10.18,10.32,-28.8054302,153.287873
25 Jubilee Street Lismore,12.64,10.21,10.38,-28.8058554,153.2878909
26 Jubilee Street Lismore,12.54,10.22,10.38,-28.8054558,153.2880323
27 Jubilee Street Lismore,12.38,10.21,10.45,-28.8058284,153.2880287
28 Jubilee Street Lismore,12.33,10.33,10.45,-28.8055095,153.2881801
33 Jubilee Street Lismore,11.92,11.2,11.15,-28.8060899,153.2891966
46 Jubilee Street Lismore,12.67,11.2,11.23,-28.8053464,153.2900911
46 Jubilee Street Lismore,12.99,11.2,11.23,-28.8053464,153.2900911
48 Jubilee Street Lismore,13.66,11.41,11.53,-28.8057827,153.2897817
49 Jubilee Street Lismore,12.67,11.5,11.53,-28.8061533,153.2897845
50 Jubilee Street Lismore,14.1,11.95,11.92,-28.8057743,153.289951
52 Jubilee Street Lismore,14.38,12.28,12.33,-28.8057791,153.2901634
54 Jubilee Street Lismore,13.46,12.51,12.57,-28.8058415,153.2903887
2 Keen Street Lismore,13.81,13.3,13.1,-28.8033264,153.283235
6 Keen Street Lismore,18,17.71,16.84,-28.8082809,153.2789828
9 Keen Street Lismore,17.3,16.45,14.91,-28.8082809,153.2789828
10 Keen Street Lismore,14.19,14.18,14.43,-28.8044907,153.2819363
12 Keen Street Lismore,14.33,13.63,14.03,-28.8045579,153.2818571
14 Keen Street Lismore,12.88,12.8,13.8,-28.8046701,153.2817902
16 Keen Street Lismore,12.34,12.02,13.54,-28.8048499,153.2818025
17 Keen Street Lismore,14.42,13.1,12.84,-28.8048484,153.2806053
19 Keen Street Lismore,14.72,11.73,11.45,-28.806148,153.2800331
21 Keen Street Lismore,15.73,11.08,10.72,-28.8061479,153.2800331
22 Keen Street Lismore,12.57,11.55,12.62,-28.8050054,153.2816414
24 Keen Street Lismore,13.38,11.11,12.25,-28.8050839,153.2814934
25 Keen Street Lismore,13.03,10.2,10.14,-28.8061479,153.2800331
26 Keen Street Lismore,13.31,10.98,11.9,-28.8051779,153.2814879
27 Keen Street Lismore,10.93,9.85,9.92,-28.8061109,153.2800574
28 Keen Street Lismore,11.45,10.71,11.55,-28.8053593,153.2814709
29 Keen Street Lismore,9.77,9.66,9.84,-28.8063783,153.2801302
29 Keen Street Lismore,10.03,9.64,9.79,-28.8063783,153.2801302
31 Keen Street Lismore,12.53,9.6,9.73,-28.8064735,153.2798814
32 Keen Street Lismore,10.51,10.6,11.29,-28.8054478,153.2814152
34 Keen Street Lismore,12.36,10.54,11.09,-28.8054962,153.2812558
36 Keen Street Lismore,12.82,10.48,10.89,-28.8055777,153.2812123
38 Keen Street Lismore,10.59,10.45,10.78,-28.8056716,153.2811083
44 Keen Street Lismore,10.57,10.27,10.55,-28.8058535,153.2810885
50 Keen Street Lismore,9.93,9.83,10.11,-28.806285,153.2807204
50 Keen Street Lismore,9.99,9.48,9.97,-28.806285,153.2807204
55 Keen Street Lismore,9.71,9.44,9.68,-28.8063583,153.2797839
55 Keen Street Lismore,10.22,9.56,9.7,-28.8063583,153.2797839
58 Keen Street Lismore,9.99,9.48,9.97,-28.8065275,153.280616
66 Keen Street Lismore,9.41,9.21,9.89,-28.8067001,153.2804857
70 Keen Street Lismore,9.56,9.31,9.52,-28.8072448,153.280147
72 Keen Street Lismore,9.38,9.31,9.59,-28.8070755,153.2799324
74 Keen Street Lismore,9.44,9.28,9.66,-28.8073112,153.2800796
75 Keen Street Lismore,9.79,9.68,9.81,-28.8080181,153.2790095
6 Keen Street Lismore,18,17.71,16.84,-28.8082809,153.2789828
9 Keen Street Lismore,17.3,16.45,14.91,-28.8082809,153.2789828
10 Keen Street Lismore,14.19,14.18,14.43,-28.8044907,153.2819363
12 Keen Street Lismore,14.33,13.63,14.03,-28.8045579,153.2818571
14 Keen Street Lismore,12.88,12.8,13.8,-28.8046701,153.2817902
16 Keen Street Lismore,12.34,12.02,13.54,-28.8048499,153.2818025
17 Keen Street Lismore,14.42,13.1,12.84,-28.8048484,153.2806053
19 Keen Street Lismore,14.72,11.73,11.45,-28.806148,153.2800331
21 Keen Street Lismore,15.73,11.08,10.72,-28.8061479,153.2800331
22 Keen Street Lismore,12.57,11.55,12.62,-28.8050054,153.2816414
24 Keen Street Lismore,13.38,11.11,12.25,-28.8050839,153.2814934
25 Keen Street Lismore,13.03,10.2,10.14,-28.8061479,153.2800331
26 Keen Street Lismore,13.31,10.98,11.9,-28.8051779,153.2814879
27 Keen Street Lismore,10.93,9.85,9.92,-28.8061109,153.2800574
28 Keen Street Lismore,11.45,10.71,11.55,-28.8053593,153.2814709
29 Keen Street Lismore,9.77,9.66,9.84,-28.8063783,153.2801302
29 Keen Street Lismore,10.03,9.64,9.79,-28.8063783,153.2801302
31 Keen Street Lismore,12.53,9.6,9.73,-28.8064735,153.2798814
32 Keen Street Lismore,10.51,10.6,11.29,-28.8054478,153.2814152
34 Keen Street Lismore,12.36,10.54,11.09,-28.8054962,153.2812558
36 Keen Street Lismore,12.82,10.48,10.89,-28.8055777,153.2812123
38 Keen Street Lismore,10.59,10.45,10.78,-28.8056716,153.2811083
44 Keen Street Lismore,10.57,10.27,10.55,-28.8058535,153.2810885
50 Keen Street Lismore,9.93,9.83,10.11,-28.806285,153.2807204
50 Keen Street Lismore,9.99,9.48,9.97,-28.806285,153.2807204
55 Keen Street Lismore,9.71,9.44,9.68,-28.8063583,153.2797839
55 Keen Street Lismore,10.22,9.56,9.7,-28.8063583,153.2797839
58 Keen Street Lismore,9.99,9.48,9.97,-28.8065275,153.280616
66 Keen Street Lismore,9.41,9.21,9.89,-28.8067001,153.2804857
70 Keen Street Lismore,9.56,9.31,9.52,-28.8072448,153.280147
72 Keen Street Lismore,9.38,9.31,9.59,-28.8070755,153.2799324
74 Keen Street Lismore,9.44,9.28,9.66,-28.8073112,153.2800796
75 Keen Street Lismore,9.79,9.68,9.81,-28.8080181,153.2790095
78 Keen Street Lismore,9.31,9.26,9.66,-28.8074608,153.2798806
79 Keen Street Lismore,9.82,9.69,9.81,-28.808027,153.278914
80 Keen Street Lismore,10.98,9.07,9.11,-28.8076173,153.2797742
80 Keen Street Lismore,10.5,9.35,9.71,-28.8076173,153.2797742
80 Keen Street Lismore,9.74,9.3,9.67,-28.8076173,153.2797742
81 Keen Street Lismore,9.95,9.75,9.86,-28.8080577,153.2787195
83 Keen Street Lismore,9.8,9.75,9.87,-28.808113,153.2786778
85 Keen Street Lismore,9.96,9.77,9.89,-28.8081874,153.2786482
86 Keen Street Lismore,9.41,9.31,9.77,-28.8080577,153.2794997
87 Keen Street Lismore,9.98,9.79,9.91,-28.8082312,153.2786714
89 Keen Street Lismore,10.09,9.8,9.93,-28.8083121,153.2785563
92 Keen Street Lismore,9.63,9.37,9.77,-28.808203,153.2794312
94 Keen Street Lismore,9.57,9.41,9.77,-28.808143,153.2792785
95 Keen Street Lismore,10.26,9.84,9.93,-28.8083781,153.2785265
96A Keen Street Lismore,9.61,9.43,9.8,-28.8082691,153.2793795
97 Keen Street Lismore,9.9,9.84,9.93,-28.8084247,153.2784472
98 Keen Street Lismore,9.91,9.42,9.87,-28.8084207,153.2793444
99 Keen Street Lismore,10.1,9.83,9.95,-28.8084537,153.2784143
101 Keen Street Lismore,10.16,9.82,9.97,-28.8085226,153.2784279
103 Keen Street Lismore,10.1,9.85,9.98,-28.808588,153.2783137
104 Keen Street Lismore,9.74,9.46,9.89,-28.8085049,153.2793035
105 Keen Street Lismore,10.1,9.85,9.99,-28.8085744,153.278303
106 Keen Street Lismore,9.76,9.46,9.91,-28.8085525,153.2792716
108 Keen Street Lismore,9.63,9.48,9.93,-28.8086636,153.2792826
109 Keen Street Lismore,10.19,9.9,10.03,-28.8087626,153.2783951
114 Keen Street Lismore,9.7,9.54,9.95,-28.8087474,153.279
114 Keen Street Lismore,9.84,9.6,9.93,-28.8087474,153.279
117 Keen Street Lismore,9.97,9.85,10.07,-28.8088077,153.2782109
123 Keen Street Lismore,9.99,9.89,10.02,-28.8082935,153.278977
123A Keen Street Lismore,9.98,9.88,10.03,-28.8088976,153.2781631
125 Keen Street Lismore,10.03,9.87,10.02,-28.8090238,153.2783199
130 Keen Street Lismore,9.73,9.59,9.97,-28.8089526,153.2789486
78 Keen Street Lismore,9.31,9.26,9.66,-28.8074608,153.2798806
79 Keen Street Lismore,9.82,9.69,9.81,-28.808027,153.278914
80 Keen Street Lismore,10.98,9.07,9.11,-28.8076173,153.2797742
80 Keen Street Lismore,10.5,9.35,9.71,-28.8076173,153.2797742
80 Keen Street Lismore,9.74,9.3,9.67,-28.8076173,153.2797742
81 Keen Street Lismore,9.95,9.75,9.86,-28.8080577,153.2787195
83 Keen Street Lismore,9.8,9.75,9.87,-28.808113,153.2786778
85 Keen Street Lismore,9.96,9.77,9.89,-28.8081874,153.2786482
86 Keen Street Lismore,9.41,9.31,9.77,-28.8080577,153.2794997
87 Keen Street Lismore,9.98,9.79,9.91,-28.8082312,153.2786714
89 Keen Street Lismore,10.09,9.8,9.93,-28.8083121,153.2785563
92 Keen Street Lismore,9.63,9.37,9.77,-28.808203,153.2794312
94 Keen Street Lismore,9.57,9.41,9.77,-28.808143,153.2792785
95 Keen Street Lismore,10.26,9.84,9.93,-28.8083781,153.2785265
97 Keen Street Lismore,9.9,9.84,9.93,-28.8084247,153.2784472
98 Keen Street Lismore,9.91,9.42,9.87,-28.8084207,153.2793444
99 Keen Street Lismore,10.1,9.83,9.95,-28.8084537,153.2784143
101 Keen Street Lismore,10.16,9.82,9.97,-28.8085226,153.2784279
103 Keen Street Lismore,10.1,9.85,9.98,-28.808588,153.2783137
104 Keen Street Lismore,9.74,9.46,9.89,-28.8085049,153.2793035
105 Keen Street Lismore,10.1,9.85,9.99,-28.8085744,153.278303
106 Keen Street Lismore,9.76,9.46,9.91,-28.8085525,153.2792716
108 Keen Street Lismore,9.63,9.48,9.93,-28.8086636,153.2792826
109 Keen Street Lismore,10.19,9.9,10.03,-28.8087626,153.2783951
114 Keen Street Lismore,9.7,9.54,9.95,-28.8087474,153.279
114 Keen Street Lismore,9.84,9.6,9.93,-28.8087474,153.279
117 Keen Street Lismore,9.97,9.85,10.07,-28.8088077,153.2782109
123 Keen Street Lismore,9.99,9.89,10.02,-28.8082935,153.278977
125 Keen Street Lismore,10.03,9.87,10.02,-28.8090238,153.2783199
130 Keen Street Lismore,9.73,9.59,9.97,-28.8089526,153.2789486
131 Keen Street Lismore,10.05,9.85,10.02,-28.8090411,153.2781188
136 Keen Street Lismore,9.76,9.62,10.07,-28.8090748,153.2788208
137 Keen Street Lismore,9.97,9.87,10.04,-28.8091377,153.2780091
140 Keen Street Lismore,9.7,9.64,10.03,-28.8091812,153.2788165
141 Keen Street Lismore,9.98,9.92,10.05,-28.8092379,153.2780203
142 Keen Street Lismore,9.87,9.6,10.02,-28.8092218,153.2787123
142 Keen Street Lismore,9.87,9.61,10.02,-28.8092218,153.2787123
143 Keen Street Lismore,10.08,9.94,10.06,-28.8092723,153.2779965
145 Keen Street Lismore,9.96,9.93,10.07,-28.8093117,153.2779709
147 Keen Street Lismore,10.03,9.91,10.09,-28.8089958,153.2780382
149 Keen Street Lismore,10.08,9.93,10.09,-28.8093816,153.2779214
153 Keen Street Lismore,10.28,9.93,10.09,-28.8090084,153.2780324
155 Keen Street Lismore,10.02,9.93,10.1,-28.8095205,153.2778836
157 Keen Street Lismore,10.04,9.95,10.11,-28.8095165,153.2778578
159 Keen Street Lismore,10.21,9.99,10.11,-28.809591,153.277836
161 Keen Street Lismore,10.17,9.98,11.17,-28.8096102,153.277804
171 Keen Street Lismore,10.13,9.98,10.25,-28.8101044,153.2774998
177 Keen Street Lismore,10.74,10.09,10.26,-28.8102387,153.2773597
178 Keen Street Lismore,11.98,9.83,10.21,-28.8101824,153.2779893
178A Keen Street Lismore,9.86,9.8,10.25,-28.8101824,153.2779893
181 Keen Street Lismore,10.33,10.1,10.3,-28.8103376,153.2772695
185 Keen Street Lismore,10.1,10.09,10.3,-28.8110317,153.2766817
186 Keen Street Lismore,10.05,9.98,10.3,-28.8109755,153.2782669
186 Keen Street Lismore,9.48,9.35,9.54,-28.8109755,153.2782669
188 Keen Street Lismore,10.86,9.85,10.15,-28.8105686,153.2777957
188 Keen Street Lismore,10.72,9.85,10.15,-28.8105686,153.2777957
203 Keen Street Lismore,10.59,9.91,10.27,-28.8110884,153.2766454
209 Keen Street Lismore,10.06,9.83,10.17,-28.8112598,153.2766386
209 Keen Street Lismore,10.06,9.83,10.17,-28.8112598,153.2766386
210 Keen Street Lismore,9.7,9.68,9.85,-28.8121707,153.2766184
210 Keen Street Lismore,9.6,9.6,9.6,-28.8121707,153.2766184
211 Keen Street Lismore,9.99,9.81,9.98,-28.8113667,153.2765844
131 Keen Street Lismore,10.05,9.85,10.02,-28.8090411,153.2781188
136 Keen Street Lismore,9.76,9.62,10.07,-28.8090748,153.2788208
137 Keen Street Lismore,9.97,9.87,10.04,-28.8091377,153.2780091
140 Keen Street Lismore,9.7,9.64,10.03,-28.8091812,153.2788165
141 Keen Street Lismore,9.98,9.92,10.05,-28.8092379,153.2780203
142 Keen Street Lismore,9.87,9.6,10.02,-28.8092218,153.2787123
142 Keen Street Lismore,9.87,9.61,10.02,-28.8092218,153.2787123
143 Keen Street Lismore,10.08,9.94,10.06,-28.8092723,153.2779965
145 Keen Street Lismore,9.96,9.93,10.07,-28.8093117,153.2779709
147 Keen Street Lismore,10.03,9.91,10.09,-28.8089958,153.2780382
149 Keen Street Lismore,10.08,9.93,10.09,-28.8093816,153.2779214
153 Keen Street Lismore,10.28,9.93,10.09,-28.8090084,153.2780324
155 Keen Street Lismore,10.02,9.93,10.1,-28.8095205,153.2778836
157 Keen Street Lismore,10.04,9.95,10.11,-28.8095165,153.2778578
159 Keen Street Lismore,10.21,9.99,10.11,-28.809591,153.277836
161 Keen Street Lismore,10.17,9.98,11.17,-28.8096102,153.277804
171 Keen Street Lismore,10.13,9.98,10.25,-28.8101044,153.2774998
177 Keen Street Lismore,10.74,10.09,10.26,-28.8102387,153.2773597
178 Keen Street Lismore,11.98,9.83,10.21,-28.8101824,153.2779893
181 Keen Street Lismore,10.33,10.1,10.3,-28.8103376,153.2772695
185 Keen Street Lismore,10.1,10.09,10.3,-28.8110317,153.2766817
186 Keen Street Lismore,10.05,9.98,10.3,-28.8109755,153.2782669
186 Keen Street Lismore,9.48,9.35,9.54,-28.8109755,153.2782669
188 Keen Street Lismore,10.86,9.85,10.15,-28.8105686,153.2777957
188 Keen Street Lismore,10.72,9.85,10.15,-28.8105686,153.2777957
203 Keen Street Lismore,10.59,9.91,10.27,-28.8110884,153.2766454
209 Keen Street Lismore,10.06,9.83,10.17,-28.8112598,153.2766386
209 Keen Street Lismore,10.06,9.83,10.17,-28.8112598,153.2766386
210 Keen Street Lismore,9.7,9.68,9.85,-28.8121707,153.2766184
210 Keen Street Lismore,9.6,9.6,9.6,-28.8121707,153.2766184
211 Keen Street Lismore,9.99,9.81,9.98,-28.8113667,153.2765844
214 Keen Street Lismore,10.3,9.59,9.53,-28.8124854,153.2765572
216 Keen Street Lismore,10.3,9.59,9.53,-28.8124773,153.2765429
219 Keen Street Lismore,9.99,9.77,9.85,-28.8118609,153.2756976
220 Keen Street Lismore,10.3,9.59,9.53,-28.8124854,153.2765572
222 Keen Street Lismore,9.6,9.5,9.53,-28.8128272,153.2763087
231 Keen Street Lismore,9.89,9.49,9.73,-28.8124961,153.2756309
8 King Lane Lismore,7.56,7.06,7.2,-28.808916,153.2802045
10 King Lane Lismore,7.46,7.06,7.2,-28.8090246,153.2804211
14 King Lane Lismore,8.3,7.29,7.35,-28.8090593,153.2801135
18 King Lane Lismore,9.11,7.46,7.53,-28.8092275,153.2800178
21 Larkin Lane Lismore,10.96,10.4,10.3,-28.8082965,153.2792938
29 Larkin Lane Lismore,11.04,10.22,10.22,-28.8082965,153.2792938
102 Laurel Avenue Lismore,8.05,7.74,7.8,-28.8077029,153.2861516
103 Laurel Avenue Lismore,12.54,7.65,7.35,-28.8083695,153.2858971
104 Laurel Avenue Lismore,10.09,7.94,8.15,-28.8077426,153.2863053
106 Laurel Avenue Lismore,11.36,8.16,8.31,-28.8076844,153.286488
108 Laurel Avenue Lismore,12.51,8.44,8.51,-28.8078393,153.2866251
109 Laurel Avenue Lismore,12.35,8.55,8.51,-28.80838,153.286519
109A Laurel Avenue Lismore,10.74,8.4,8.42,-28.8086464,153.2864763
110 Laurel Avenue Lismore,12.43,8.72,8.81,-28.8078166,153.2868128
111 Laurel Avenue Lismore,11.37,8.71,8.81,-28.8083471,153.2866875
113 Laurel Avenue Lismore,11.33,9.04,8.96,-28.8086724,153.2866968
114 Laurel Avenue Lismore,12.58,8.93,9.03,-28.8078663,153.2869992
115 Laurel Avenue Lismore,12.45,9.21,9.03,-28.8085747,153.2869012
116 Laurel Avenue Lismore,12.65,9.27,9.2,-28.8076937,153.2872005
117 Laurel Avenue Lismore,12.91,9.13,9.2,-28.8084225,153.2871148
118 Laurel Avenue Lismore,12.71,9.33,9.36,-28.8079188,153.2873527
119 Laurel Avenue Lismore,11.51,9.4,9.53,-28.8084431,153.2873052
120 Laurel Avenue Lismore,11.39,9.36,9.53,-28.8079939,153.2874814
121 Laurel Avenue Lismore,11.39,9.3,9.46,-28.8084941,153.2874489
122 Laurel Avenue Lismore,11.56,9.47,9.63,-28.8080069,153.2876165
129 Laurel Avenue Lismore,12.62,10.31,10.43,-28.808607,153.2883641
130 Laurel Avenue Lismore,11.97,10,10.09,-28.8080976,153.2884564
131 Laurel Avenue Lismore,11.67,10.86,10.57,-28.8086459,153.2885835
214 Keen Street Lismore,10.3,9.59,9.53,-28.8124854,153.2765572
216 Keen Street Lismore,10.3,9.59,9.53,-28.8124773,153.2765429
219 Keen Street Lismore,9.99,9.77,9.85,-28.8118609,153.2756976
220 Keen Street Lismore,10.3,9.59,9.53,-28.8124854,153.2765572
222 Keen Street Lismore,9.6,9.5,9.53,-28.8128272,153.2763087
231 Keen Street Lismore,9.89,9.49,9.73,-28.8124961,153.2756309
8 King Lane Lismore,7.56,7.06,7.2,-28.808916,153.2802045
