Street Details,Floor Level,Gate Level,Road Centre,Latitude,Longitude
111 Dawson Street Lismore,9.27,8.89,9.27,-28.8113189,153.279316
111 Dawson Street Lismore,9.59,8.89,9.3,-28.8113189,153.279316
111 Dawson Street Lismore,9.59,8.89,9.3,-28.8113189,153.279316
112 Dawson Street Lismore,9.93,9.31,9.49,-28.8121675,153.2795265
113 Dawson Street Lismore,9.47,8.9,9.34,-28.811364,153.2791319
115 Dawson Street Lismore,9.41,8.95,9.36,-28.8114743,153.2791549
117 Dawson Street Lismore,9.36,8.85,9.38,-28.8116251,153.2791527
118 Dawson Street Lismore,12.3,9.35,9.62,-28.8123635,153.2793807
119 Dawson Street Lismore,12.51,8.94,9.41,-28.8117016,153.2790413
126 Dawson Street Lismore,12.22,9.58,9.92,-28.8131902,153.2787296
128 Dawson Street Lismore,12.07,9.53,9.87,-28.8133367,153.2787256
130 Dawson Street Lismore,11.8,9.55,9.78,-28.8135359,153.2787405
1 Dawson Street Lismore,10,9.6,9.89,-28.8033024,153.2837567
2 Dawson Street Lismore,8.06,7.73,8.56,-28.8044516,153.2848877
25 Dawson Street Lismore,9.66,8.31,8.8,-28.805416,153.283276
31 Dawson Street Lismore,8.56,7.18,7.72,-28.8056945,153.2829997
31 Dawson Street Lismore,8.6,7.18,7.72,-28.8056945,153.2829997
31 Dawson Street Lismore,8.61,7.18,7.72,-28.8056945,153.2829997
41 Dawson Street Lismore,8.32,5.96,6.3,-28.8045843,153.2842413
49 Dawson Street Lismore,6.24,5.99,6.07,-28.8072045,153.2821709
50 Dawson Street Lismore,5.86,8.7,6.12,-28.8081991,153.2827001
51 Dawson Street Lismore,6.04,5.85,6.09,-28.807378,153.282053
51 Dawson Street Lismore,5.98,5.81,6.04,-28.807378,153.282053
53 Dawson Street Lismore,6.3,5.9,6.14,-28.8074541,153.2820558
55 Dawson Street Lismore,6.35,5.85,6.12,-28.8075662,153.2819476
75 Dawson Street Lismore,6.79,6.25,6.49,-28.8090356,153.2809148
83 Dawson Street Lismore,8.3,7.08,7.15,-28.809382,153.2807175
85 Dawson Street Lismore,7.27,7.17,7.48,-28.8094263,153.2805003
87 Dawson Street Lismore,7.63,7.56,7.64,-28.809503,153.2804459
87 Dawson Street Lismore,7.6,7.54,7.27,-28.809503,153.2804459
108 Dawson Street Lismore,9.37,9.17,9.34,-28.8116892,153.2798686
109 Dawson Street Lismore,9.34,8.82,9.17,-28.8111341,153.2793391
110 Dawson Street Lismore,11.48,9.16,9.41,-28.8117683,153.2797271
111 Dawson Street Lismore,9.27,8.89,9.27,-28.8113189,153.279316
111 Dawson Street Lismore,9.59,8.89,9.3,-28.8113189,153.279316
111 Dawson Street Lismore,9.59,8.89,9.3,-28.8113189,153.279316
112 Dawson Street Lismore,9.93,9.31,9.49,-28.8121675,153.2795265
113 Dawson Street Lismore,9.47,8.9,9.34,-28.811364,153.2791319
115 Dawson Street Lismore,9.41,8.95,9.36,-28.8114743,153.2791549
117 Dawson Street Lismore,9.36,8.85,9.38,-28.8116251,153.2791527
118 Dawson Street Lismore,12.3,9.35,9.62,-28.8123635,153.2793807
119 Dawson Street Lismore,12.51,8.94,9.41,-28.8117016,153.2790413
126 Dawson Street Lismore,12.22,9.58,9.92,-28.8131902,153.2787296
128 Dawson Street Lismore,12.07,9.53,9.87,-28.8133367,153.2787256
130 Dawson Street Lismore,11.8,9.55,9.78,-28.8135359,153.2787405
132 Dawson Street Lismore,10.64,9.53,9.74,-28.8135811,153.2785563
135 Dawson Street Lismore,10.6,9.5,9.87,-28.8130573,153.2781727
136 Dawson Street Lismore,9.89,9.5,9.73,-28.8137528,153.2784869
137 Dawson Street Lismore,9.653,9.46,9.78,-28.8131755,153.2780707
138 Dawson Street Lismore,9.64,9.53,9.89,-28.8138452,153.2783399
139 Dawson Street Lismore,10.15,9.45,9.75,-28.8133048,153.2780498
141 Dawson Street Lismore,11.56,9.35,9.73,-28.8134117,153.2779577
129 Dawson Street Lismore,8.89,8.78,9.09,-28.8131836,153.2784455
129 Dawson Street Lismore,8.93,8.76,9.06,-28.8131836,153.2784455
16 Diadem Street Lismore,13.46,11.44,11.94,-28.8052044,153.2890277
17 Diadem Street Lismore,13.97,11.72,12.56,-28.8040928,153.2884564
18 Diadem Street Lismore,13.12,10.85,11.3,-28.8053484,153.2890089
19 Diadem Street Lismore,13.09,11.24,11.94,-28.8051238,153.2884977
20 Diadem Street Lismore,12.88,10.84,11.2,-28.8054566,153.2889996
21 Diadem Street Lismore,12.92,10.82,11.3,-28.8052731,153.2884564
22 Diadem Street Lismore,12.79,10.71,11.1,-28.8055915,153.2889629
23 Diadem Street Lismore,12.55,10.69,11.2,-28.8054158,153.2884333
24 Diadem Street Lismore,12.89,10.44,11,-28.8057145,153.2889521
25 Diadem Street Lismore,12.77,10.57,11.1,-28.8055413,153.2884092
26 Diadem Street Lismore,12.41,10.39,10.77,-28.8059203,153.2889194
27 Diadem Street Lismore,12.24,10.29,10.77,-28.8058093,153.2883831
28 Diadem Street Lismore,12.67,10.38,10.65,-28.8060627,153.2888945
29 Diadem Street Lismore,12.15,10.17,10.65,-28.8059505,153.2883251
30 Diadem Street Lismore,12.26,10.31,10.57,-28.8061932,153.2888644
31 Diadem Street Lismore,12.12,10.01,10.57,-28.8060438,153.2883066
33 Diadem Street Lismore,12.43,10,10.46,-28.8061911,153.2882797
38 Diadem Street Lismore,11.31,10.25,10.25,-28.8069271,153.2887147
39 Diadem Street Lismore,12.03,9.89,10.25,-28.8068192,153.2881075
40 Diadem Street Lismore,12.75,10.44,10.25,-28.8070295,153.2886933
41 Diadem Street Lismore,12.26,9.97,10.25,-28.8069854,153.288087
42 Diadem Street Lismore,12.44,10.25,10.24,-28.8071804,153.2886475
43 Diadem Street Lismore,12.36,10.02,10.25,-28.807134,153.288088
44 Diadem Street Lismore,12.27,10.16,10.25,-28.8073283,153.2885814
45 Diadem Street Lismore,12.69,10.03,10.25,-28.8072929,153.2880419
132 Dawson Street Lismore,10.64,9.53,9.74,-28.8135811,153.2785563
135 Dawson Street Lismore,10.6,9.5,9.87,-28.8130573,153.2781727
136 Dawson Street Lismore,9.89,9.5,9.73,-28.8137528,153.2784869
137 Dawson Street Lismore,9.653,9.46,9.78,-28.8131755,153.2780707
138 Dawson Street Lismore,9.64,9.53,9.89,-28.8138452,153.2783399
139 Dawson Street Lismore,10.15,9.45,9.75,-28.8133048,153.2780498
141 Dawson Street Lismore,11.56,9.35,9.73,-28.8134117,153.2779577
129 Dawson Street Lismore,8.89,8.78,9.09,-28.8131836,153.2784455
129 Dawson Street Lismore,8.93,8.76,9.06,-28.8131836,153.2784455
16 Diadem Street Lismore,13.46,11.44,11.94,-28.8052044,153.2890277
17 Diadem Street Lismore,13.97,11.72,12.56,-28.8040928,153.2884564
18 Diadem Street Lismore,13.12,10.85,11.3,-28.8053484,153.2890089
19 Diadem Street Lismore,13.09,11.24,11.94,-28.8051238,153.2884977
20 Diadem Street Lismore,12.88,10.84,11.2,-28.8054566,153.2889996
21 Diadem Street Lismore,12.92,10.82,11.3,-28.8052731,153.2884564
22 Diadem Street Lismore,12.79,10.71,11.1,-28.8055915,153.2889629
23 Diadem Street Lismore,12.55,10.69,11.2,-28.8054158,153.2884333
24 Diadem Street Lismore,12.89,10.44,11,-28.8057145,153.2889521
25 Diadem Street Lismore,12.77,10.57,11.1,-28.8055413,153.2884092
26 Diadem Street Lismore,12.41,10.39,10.77,-28.8059203,153.2889194
27 Diadem Street Lismore,12.24,10.29,10.77,-28.8058093,153.2883831
28 Diadem Street Lismore,12.67,10.38,10.65,-28.8060627,153.2888945
29 Diadem Street Lismore,12.15,10.17,10.65,-28.8059505,153.2883251
30 Diadem Street Lismore,12.26,10.31,10.57,-28.8061932,153.2888644
31 Diadem Street Lismore,12.12,10.01,10.57,-28.8060438,153.2883066
33 Diadem Street Lismore,12.43,10,10.46,-28.8061911,153.2882797
38 Diadem Street Lismore,11.31,10.25,10.25,-28.8069271,153.2887147
39 Diadem Street Lismore,12.03,9.89,10.25,-28.8068192,153.2881075
40 Diadem Street Lismore,12.75,10.44,10.25,-28.8070295,153.2886933
41 Diadem Street Lismore,12.26,9.97,10.25,-28.8069854,153.288087
42 Diadem Street Lismore,12.44,10.25,10.24,-28.8071804,153.2886475
43 Diadem Street Lismore,12.36,10.02,10.25,-28.807134,153.288088
44 Diadem Street Lismore,12.27,10.16,10.25,-28.8073283,153.2885814
45 Diadem Street Lismore,12.69,10.03,10.25,-28.8072929,153.2880419
49 Diadem Street Lismore,12.04,9.9,10.23,-28.807549,153.2879851
50 Diadem Street Lismore,12.93,10.28,10.23,-28.8077377,153.2885485
51 Diadem Street Lismore,12.3,10.04,10.23,-28.8076715,153.2879305
52 Diadem Street Lismore,12.09,10.18,10.17,-28.8078635,153.2884846
53 Diadem Street Lismore,12.72,10.12,10.17,-28.8078447,153.2878325
55 Diadem Street Lismore,11.75,9.75,10.09,-28.8080321,153.2879498
59 Diadem Street Lismore,11.68,9.77,10.2,-28.8084759,153.2878285
61 Diadem Street Lismore,11.7,9.85,10.38,-28.8085959,153.2877862
62 Diadem Street Lismore,12.44,11.21,10.83,-28.8088148,153.2883557
63 Diadem Street Lismore,11.76,9.97,10.74,-28.8087403,153.2877617
64 Diadem Street Lismore,12.61,11.79,11.41,-28.8089698,153.288338
65 Diadem Street Lismore,12.29,10.27,11.16,-28.8089392,153.2872591
65 Diadem Street Lismore,12.16,10.27,11.16,-28.8089392,153.2872591
67 Diadem Street Lismore,12.51,11.3,12.06,-28.8090062,153.2877026
69 Diadem Street Lismore,13.77,12.21,12.99,-28.8091587,153.2877243
86 Diadem Street Lismore,14.11,13.06,12.4,-28.8107949,153.2880411
90 Diadem Street Lismore,13.1,11.96,11.57,-28.8109451,153.2879703
98 Diadem Street Lismore,12.34,10.04,10.07,-28.8117015,153.2877765
99 Diadem Street Lismore,11.35,10.2,10.5,-28.8118194,153.2870958
100 Diadem Street Lismore,11.9,9.98,10.04,-28.811829,153.2877656
102 Diadem Street Lismore,12.04,9.89,9.99,-28.8119772,153.2877359
104 Diadem Street Lismore,12.09,9.81,9.92,-28.8121031,153.2876936
106 Diadem Street Lismore,11.67,9.66,9.79,-28.8122899,153.2877051
108 Diadem Street Lismore,12.06,9.64,9.55,-28.8124359,153.2876857
110 Diadem Street Lismore,12.3,9.54,9.18,-28.8125931,153.2876695
112 Diadem Street Lismore,12.2,9.41,9.09,-28.8127372,153.2876377
124 Diadem Street Lismore,11.71,9.48,9.71,-28.8137277,153.2874149
126 Diadem Street Lismore,11.71,9.35,9.65,-28.8138689,153.2874029
128 Diadem Street Lismore,11.72,9.28,9.62,-28.8140134,153.2873697
130 Diadem Street Lismore,11.51,9.12,9.51,-28.8141673,153.2873696
134 Diadem Street Lismore,11.8,9.28,9.37,-28.81449,153.2873188
138 Diadem Street Lismore,12.77,9.37,9.35,-28.81463,153.2872591
140 Diadem Street Lismore,11.58,9.21,9.35,-28.8147666,153.2872219
114 Diadem Street Lismore,13.02,9.45,9.09,-28.812987,153.2877652
49 Diadem Street Lismore,12.04,9.9,10.23,-28.807549,153.2879851
50 Diadem Street Lismore,12.93,10.28,10.23,-28.8077377,153.2885485
51 Diadem Street Lismore,12.3,10.04,10.23,-28.8076715,153.2879305
52 Diadem Street Lismore,12.09,10.18,10.17,-28.8078635,153.2884846
53 Diadem Street Lismore,12.72,10.12,10.17,-28.8078447,153.2878325
55 Diadem Street Lismore,11.75,9.75,10.09,-28.8080321,153.2879498
59 Diadem Street Lismore,11.68,9.77,10.2,-28.8084759,153.2878285
61 Diadem Street Lismore,11.7,9.85,10.38,-28.8085959,153.2877862
62 Diadem Street Lismore,12.44,11.21,10.83,-28.8088148,153.2883557
63 Diadem Street Lismore,11.76,9.97,10.74,-28.8087403,153.2877617
64 Diadem Street Lismore,12.61,11.79,11.41,-28.8089698,153.288338
65 Diadem Street Lismore,12.29,10.27,11.16,-28.8089392,153.2872591
65 Diadem Street Lismore,12.16,10.27,11.16,-28.8089392,153.2872591
67 Diadem Street Lismore,12.51,11.3,12.06,-28.8090062,153.2877026
69 Diadem Street Lismore,13.77,12.21,12.99,-28.8091587,153.2877243
86 Diadem Street Lismore,14.11,13.06,12.4,-28.8107949,153.2880411
90 Diadem Street Lismore,13.1,11.96,11.57,-28.8109451,153.2879703
98 Diadem Street Lismore,12.34,10.04,10.07,-28.8117015,153.2877765
99 Diadem Street Lismore,11.35,10.2,10.5,-28.8118194,153.2870958
100 Diadem Street Lismore,11.9,9.98,10.04,-28.811829,153.2877656
102 Diadem Street Lismore,12.04,9.89,9.99,-28.8119772,153.2877359
104 Diadem Street Lismore,12.09,9.81,9.92,-28.8121031,153.2876936
106 Diadem Street Lismore,11.67,9.66,9.79,-28.8122899,153.2877051
108 Diadem Street Lismore,12.06,9.64,9.55,-28.8124359,153.2876857
110 Diadem Street Lismore,12.3,9.54,9.18,-28.8125931,153.2876695
112 Diadem Street Lismore,12.2,9.41,9.09,-28.8127372,153.2876377
124 Diadem Street Lismore,11.71,9.48,9.71,-28.8137277,153.2874149
126 Diadem Street Lismore,11.71,9.35,9.65,-28.8138689,153.2874029
128 Diadem Street Lismore,11.72,9.28,9.62,-28.8140134,153.2873697
130 Diadem Street Lismore,11.51,9.12,9.51,-28.8141673,153.2873696
134 Diadem Street Lismore,11.8,9.28,9.37,-28.81449,153.2873188
138 Diadem Street Lismore,12.77,9.37,9.35,-28.81463,153.2872591
140 Diadem Street Lismore,11.58,9.21,9.35,-28.8147666,153.2872219
114 Diadem Street Lismore,13.02,9.45,9.09,-28.812987,153.2877652
114 Diadem Street Lismore,13.05,9.45,9.09,-28.812987,153.2877652
3 Ewing Street Lismore,10.71,9.35,9.43,-28.8124059,153.2797467
5 Ewing Street Lismore,11.69,9.44,9.47,-28.8124059,153.2797467
6 Ewing Street Lismore,11.58,9.23,9.47,-28.8120171,153.2801218
7 Ewing Street Lismore,11.87,9.51,9.52,-28.8124092,153.2799837
8 Ewing Street Lismore,11.69,9.35,9.52,-28.8120712,153.2802618
9 Ewing Street Lismore,11.98,9.49,9.56,-28.812471,153.2800758
10 Ewing Street Lismore,12.3,9.4,9.59,-28.8121136,153.2805015
11 Ewing Street Lismore,12.63,9.52,9.59,-28.8125574,153.2802955
13 Ewing Street Lismore,12.77,9.56,9.59,-28.8125084,153.2802024
14 Ewing Street Lismore,12.26,9.46,9.66,-28.8122425,153.2806514
15 Ewing Street Lismore,12.51,9.6,9.66,-28.8126036,153.2803859
16 Ewing Street Lismore,12.28,9.52,9.67,-28.8123097,153.2808273
17 Ewing Street Lismore,11.8,9.54,9.67,-28.8126704,153.2804884
18 Ewing Street Lismore,12.59,9.51,9.69,-28.8124204,153.2809398
19 Ewing Street Lismore,12.19,9.67,9.67,-28.8127348,153.2805964
20 Ewing Street Lismore,11.67,9.52,9.66,-28.8124944,153.2810411
21 Ewing Street Lismore,12.47,9.64,9.68,-28.81288,153.2806456
23 Ewing Street Lismore,12.21,9.75,9.66,-28.8129958,153.28076
26 Ewing Street Lismore,11.88,9.74,9.93,-28.8130349,153.282017
28 Ewing Street Lismore,12.02,9.77,9.97,-28.8131015,153.2821299
29 Ewing Street Lismore,11.89,9.7,9.94,-28.8133909,153.2818256
30 Ewing Street Lismore,12.84,9.71,9.99,-28.8131471,153.2822703
31 Ewing Street Lismore,11.79,9.69,9.98,-28.813473,153.2819523
32 Ewing Street Lismore,12.36,9.79,10.01,-28.8131349,153.2824552
33 Ewing Street Lismore,11.89,9.62,10.01,-28.8135519,153.2820737
35 Ewing Street Lismore,12.11,9.78,10.03,-28.8136182,153.2822129
36 Ewing Street Lismore,11.8,9.77,10.05,-28.8132876,153.2826467
37 Ewing Street Lismore,12.33,9.91,10.06,-28.813737,153.2823446
41 Ewing Street Lismore,13.18,10.14,10.08,-28.8139031,153.2827845
42 Ewing Street Lismore,11.88,9.76,10.05,-28.8133591,153.2830125
43 Ewing Street Lismore,10.87,9.93,10.05,-28.813817,153.2829339
44 Ewing Street Lismore,11.76,9.73,10.05,-28.8134154,153.2831926
45 Ewing Street Lismore,12.11,9.74,10.05,-28.8138404,153.2830494
114 Diadem Street Lismore,13.05,9.45,9.09,-28.812987,153.2877652
3 Ewing Street Lismore,10.71,9.35,9.43,-28.8124059,153.2797467
5 Ewing Street Lismore,11.69,9.44,9.47,-28.8124059,153.2797467
6 Ewing Street Lismore,11.58,9.23,9.47,-28.8120171,153.2801218
7 Ewing Street Lismore,11.87,9.51,9.52,-28.8124092,153.2799837
8 Ewing Street Lismore,11.69,9.35,9.52,-28.8120712,153.2802618
9 Ewing Street Lismore,11.98,9.49,9.56,-28.812471,153.2800758
10 Ewing Street Lismore,12.3,9.4,9.59,-28.8121136,153.2805015
11 Ewing Street Lismore,12.63,9.52,9.59,-28.8125574,153.2802955
13 Ewing Street Lismore,12.77,9.56,9.59,-28.8125084,153.2802024
14 Ewing Street Lismore,12.26,9.46,9.66,-28.8122425,153.2806514
15 Ewing Street Lismore,12.51,9.6,9.66,-28.8126036,153.2803859
16 Ewing Street Lismore,12.28,9.52,9.67,-28.8123097,153.2808273
17 Ewing Street Lismore,11.8,9.54,9.67,-28.8126704,153.2804884
18 Ewing Street Lismore,12.59,9.51,9.69,-28.8124204,153.2809398
19 Ewing Street Lismore,12.19,9.67,9.67,-28.8127348,153.2805964
20 Ewing Street Lismore,11.67,9.52,9.66,-28.8124944,153.2810411
21 Ewing Street Lismore,12.47,9.64,9.68,-28.81288,153.2806456
23 Ewing Street Lismore,12.21,9.75,9.66,-28.8129958,153.28076
26 Ewing Street Lismore,11.88,9.74,9.93,-28.8130349,153.282017
28 Ewing Street Lismore,12.02,9.77,9.97,-28.8131015,153.2821299
29 Ewing Street Lismore,11.89,9.7,9.94,-28.8133909,153.2818256
30 Ewing Street Lismore,12.84,9.71,9.99,-28.8131471,153.2822703
31 Ewing Street Lismore,11.79,9.69,9.98,-28.813473,153.2819523
32 Ewing Street Lismore,12.36,9.79,10.01,-28.8131349,153.2824552
33 Ewing Street Lismore,11.89,9.62,10.01,-28.8135519,153.2820737
35 Ewing Street Lismore,12.11,9.78,10.03,-28.8136182,153.2822129
36 Ewing Street Lismore,11.8,9.77,10.05,-28.8132876,153.2826467
37 Ewing Street Lismore,12.33,9.91,10.06,-28.813737,153.2823446
41 Ewing Street Lismore,13.18,10.14,10.08,-28.8139031,153.2827845
42 Ewing Street Lismore,11.88,9.76,10.05,-28.8133591,153.2830125
43 Ewing Street Lismore,10.87,9.93,10.05,-28.813817,153.2829339
44 Ewing Street Lismore,11.76,9.73,10.05,-28.8134154,153.2831926
45 Ewing Street Lismore,12.11,9.74,10.05,-28.8138404,153.2830494
48 Ewing Street Lismore,12.31,9.72,10.04,-28.8134383,153.2834372
50 Ewing Street Lismore,12.02,9.81,10.03,-28.813478,153.2835915
51 Ewing Street Lismore,11.88,9.77,10.03,-28.8141943,153.2833781
52 Ewing Street Lismore,11.8,9.76,9.99,-28.8135053,153.2837837
53 Ewing Street Lismore,11.85,9.66,10.03,-28.8140091,153.2834957
54 Ewing Street Lismore,11.79,9.67,9.96,-28.8135236,153.283958
55 Ewing Street Lismore,12.52,9.9,10.02,-28.8140232,153.2836823
56 Ewing Street Lismore,11.77,9.7,9.87,-28.8135744,153.2841285
58 Ewing Street Lismore,12.38,9.47,9.77,-28.8135635,153.2842822
5 Fowler Street Lismore,11.88,9.71,9.83,-28.8145388,153.2875398
6 Fowler Street Lismore,12.4,9.47,9.83,-28.8141396,153.2876148
7 Fowler Street Lismore,11.74,9.61,9.89,-28.8145936,153.2877047
8 Fowler Street Lismore,11.66,9.57,9.89,-28.814181,153.2877907
9 Fowler Street Lismore,11.8,9.74,9.99,-28.8145886,153.2878577
10 Fowler Street Lismore,11.75,9.76,9.99,-28.8141949,153.2879574
11 Fowler Street Lismore,11.92,9.71,10.1,-28.8146271,153.2880688
12 Fowler Street Lismore,10.86,9.89,10.1,-28.8142349,153.288126
13 Fowler Street Lismore,13.06,9.96,10.19,-28.8146247,153.2882261
14 Fowler Street Lismore,12.08,9.94,10.19,-28.8142618,153.2882848
15 Fowler Street Lismore,12.58,10.08,10.33,-28.8146842,153.2884475
16 Fowler Street Lismore,12.26,9.99,10.28,-28.8142891,153.2884746
17 Fowler Street Lismore,12.21,10.08,10.4,-28.8146852,153.2886667
18 Fowler Street Lismore,13.09,10.04,10.35,-28.8142912,153.2886405
20 Fowler Street Lismore,12.29,10.13,10.44,-28.8143281,153.2888066
9 Gaggin Lane Lismore,12.84,9.57,9.41,-28.8075284,153.2869624
19 Gaggin Lane Lismore,12.12,12.03,10.92,-28.8078578,153.2892327
26 Gaggin Lane Lismore,11.8,11.67,11.44,-28.8074385,153.2899486
28 Gaggin Lane Lismore,12.52,11.77,11.58,-28.8074219,153.2901033
27 Glasgow Lane Lismore,12.35,11.27,10.56,-28.8068851,153.2759087
4 Hampton Street Lismore,11.42,9.21,9.12,-28.8108676,153.2788786
6 Hampton Street Lismore,9.38,9.27,9.37,-28.8113191,153.2787344
11 High Street Lismore,13.47,9.95,10.31,-28.8038528,153.2865976
22 Hindmarsh St Lismore,16.57,12.35,12.13,-28.8030664,153.28637
25 Hindmarsh Street Lismore,11.29,9.74,9.8,-28.8029186,153.2858309
48 Ewing Street Lismore,12.31,9.72,10.04,-28.8134383,153.2834372
50 Ewing Street Lismore,12.02,9.81,10.03,-28.813478,153.2835915
51 Ewing Street Lismore,11.88,9.77,10.03,-28.8141943,153.2833781
52 Ewing Street Lismore,11.8,9.76,9.99,-28.8135053,153.2837837
53 Ewing Street Lismore,11.85,9.66,10.03,-28.8140091,153.2834957
54 Ewing Street Lismore,11.79,9.67,9.96,-28.8135236,153.283958
55 Ewing Street Lismore,12.52,9.9,10.02,-28.8140232,153.2836823
56 Ewing Street Lismore,11.77,9.7,9.87,-28.8135744,153.2841285
58 Ewing Street Lismore,12.38,9.47,9.77,-28.8135635,153.2842822
5 Fowler Street Lismore,11.88,9.71,9.83,-28.8145388,153.2875398
6 Fowler Street Lismore,12.4,9.47,9.83,-28.8141396,153.2876148
7 Fowler Street Lismore,11.74,9.61,9.89,-28.8145936,153.2877047
8 Fowler Street Lismore,11.66,9.57,9.89,-28.814181,153.2877907
9 Fowler Street Lismore,11.8,9.74,9.99,-28.8145886,153.2878577
10 Fowler Street Lismore,11.75,9.76,9.99,-28.8141949,153.2879574
11 Fowler Street Lismore,11.92,9.71,10.1,-28.8146271,153.2880688
12 Fowler Street Lismore,10.86,9.89,10.1,-28.8142349,153.288126
13 Fowler Street Lismore,13.06,9.96,10.19,-28.8146247,153.2882261
14 Fowler Street Lismore,12.08,9.94,10.19,-28.8142618,153.2882848
15 Fowler Street Lismore,12.58,10.08,10.33,-28.8146842,153.2884475
16 Fowler Street Lismore,12.26,9.99,10.28,-28.8142891,153.2884746
17 Fowler Street Lismore,12.21,10.08,10.4,-28.8146852,153.2886667
18 Fowler Street Lismore,13.09,10.04,10.35,-28.8142912,153.2886405
20 Fowler Street Lismore,12.29,10.13,10.44,-28.8143281,153.2888066
9 Gaggin Lane Lismore,12.84,9.57,9.41,-28.8075284,153.2869624
19 Gaggin Lane Lismore,12.12,12.03,10.92,-28.8078578,153.2892327
26 Gaggin Lane Lismore,11.8,11.67,11.44,-28.8074385,153.2899486
28 Gaggin Lane Lismore,12.52,11.77,11.58,-28.8074219,153.2901033
27 Glasgow Lane Lismore,12.35,11.27,10.56,-28.8068851,153.2759087
4 Hampton Street Lismore,11.42,9.21,9.12,-28.8108676,153.2788786
6 Hampton Street Lismore,9.38,9.27,9.37,-28.8113191,153.2787344
11 High Street Lismore,13.47,9.95,10.31,-28.8038528,153.2865976
22 Hindmarsh St Lismore,16.57,12.35,12.13,-28.8030664,153.28637
25 Hindmarsh Street Lismore,11.29,9.74,9.8,-28.8029186,153.2858309
29 Hindmarsh Street Lismore,11.72,12.02,12.26,-28.8031979,153.2858316
31 Hindmarsh Street Lismore,13.3,13.2,13.64,-28.8033024,153.2858434
43 Hindmarsh Street Lismore,12.79,13.61,14.9,-28.8042478,153.2858728
43A Hindmarsh Street Lismore,11.96,12.22,12.97,-28.8044868,153.2859159
44 Hindmarsh Street Lismore,12.03,10.08,10.4,-28.8051832,153.2863562
46 Hindmarsh Street Lismore,12.42,10.03,10.24,-28.8052808,153.286359
50 Hindmarsh Street Lismore,12.03,9.75,9.83,-28.8054878,153.2862921
52 Hindmarsh Street Lismore,12.37,9.7,9.69,-28.8056172,153.2862543
53 Hunter Street Lismore,13.11,12.65,13.33,-28.807581,153.2903904
54 Hindmarsh Street Lismore,12.14,9.4,9.38,-28.8057431,153.2862473
55 Hunter Street Lismore,14.74,12.61,13.21,-28.8077823,153.2903722
56 Hindmarsh Street Lismore,12.9,9.17,9.17,-28.8058532,153.2861864
57 Hunter Street Lismore,12.88,12.69,13.26,-28.807909,153.2903221
58 Hindmarsh Street Lismore,12.66,8.91,8.94,-28.8059715,153.2861817
60 Hindmarsh Street Lismore,12,8.34,8.71,-28.8061059,153.2861522
59 Hunter Street Lismore,13.14,12.74,13.32,-28.8080557,153.2903102
91 Hunter Street Lismore,14.23,11.93,12.39,-28.8110124,153.2897375
101 Hunter Street Lismore,13.76,11.27,11.64,-28.8119493,153.2895788
103 Hunter Street Lismore,13.69,11.16,11.56,-28.8120686,153.2895279
105 Hunter Street Lismore,13.73,11.09,11.48,-28.8122221,153.2895113
106 Hunter Street Lismore,13.96,11.23,11.56,-28.8122556,153.2900742
107 Hunter Street Lismore,13,11.03,11.44,-28.8123499,153.2895
109 Hunter Street Lismore,13.24,10.99,11.39,-28.8124854,153.2894463
110 Hunter Street Lismore,13.44,11.28,11.44,-28.8124276,153.2900452
111 Hunter Street Lismore,12.94,10.93,11.38,-28.8126036,153.2894539
113 Hunter Street Lismore,12.84,10.86,11.37,-28.8127298,153.2894125
115 Hunter Street Lismore,13.09,10.85,11.36,-28.8128393,153.2893882
116 Hunter Street Lismore,13.27,11.06,11.38,-28.8126552,153.2900514
117 Hunter Street Lismore,12.8,10.87,11.3,-28.8129451,153.2893665
118 Hunter Street Lismore,13.13,11.05,11.37,-28.8127836,153.2900352
119 Hunter Street Lismore,12.8,10.86,11.24,-28.8130482,153.289362
120 Hunter Street Lismore,13,11.06,11.36,-28.8129804,153.290001
121 Hunter Street Lismore,12.72,10.78,11.15,-28.8131605,153.2893303
123 Hunter Street Lismore,12.59,10.75,11.11,-28.8132846,153.2892823
29 Hindmarsh Street Lismore,11.72,12.02,12.26,-28.8031979,153.2858316
31 Hindmarsh Street Lismore,13.3,13.2,13.64,-28.8033024,153.2858434
43 Hindmarsh Street Lismore,12.79,13.61,14.9,-28.8042478,153.2858728
44 Hindmarsh Street Lismore,12.03,10.08,10.4,-28.8051832,153.2863562
46 Hindmarsh Street Lismore,12.42,10.03,10.24,-28.8052808,153.286359
50 Hindmarsh Street Lismore,12.03,9.75,9.83,-28.8054878,153.2862921
52 Hindmarsh Street Lismore,12.37,9.7,9.69,-28.8056172,153.2862543
53 Hunter Street Lismore,13.11,12.65,13.33,-28.807581,153.2903904
54 Hindmarsh Street Lismore,12.14,9.4,9.38,-28.8057431,153.2862473
55 Hunter Street Lismore,14.74,12.61,13.21,-28.8077823,153.2903722
56 Hindmarsh Street Lismore,12.9,9.17,9.17,-28.8058532,153.2861864
57 Hunter Street Lismore,12.88,12.69,13.26,-28.807909,153.2903221
58 Hindmarsh Street Lismore,12.66,8.91,8.94,-28.8059715,153.2861817
60 Hindmarsh Street Lismore,12,8.34,8.71,-28.8061059,153.2861522
59 Hunter Street Lismore,13.14,12.74,13.32,-28.8080557,153.2903102
91 Hunter Street Lismore,14.23,11.93,12.39,-28.8110124,153.2897375
